"ascii_id_company","name_internat","name_native","postcode","city","city_native","country","country_iso_code","website_address","operating_revenue_turnover","number_of_employees"
"u8jYfuD9WPSzXMJQcC7J1w==","Higashineshindengen Co.,Ltd","株式会社東根新電元","999-3701","Higashine-Shi","Higashine-Shi","Japan","JP","www.h-shindengen.co.jp",112536613,420
"uApsu/5aWOixNZgr28CRiQ==","Joint Stock Company Allianceelectronics","Акционерное Общество Альянсэлектроникс","127299","Moscow","Москва","Russian Federation","RU","ruselectronics.ru",19258550,12
"uBAUhKYlWEWb/7RsEzQ7gg==","Thorlabs Quantum Electronics INC","Thorlabs Quantum Electronics INC","20794-9608","Jessup","Jessup","United States of America","US","www.thorlabs.com",37500000,75
"uBCwcIhWVNW7zzDGQs/q5w==","Dynex Power INC","Dynex Power INC","","","","Canada","CA","www.dynexsemi.com",39884448,NA
"uBzJB3r1WkyNliQ0XdkWKg==","Axiom Electronics, LLC","Axiom Electronics, LLC","97006","Beaverton","Beaverton","United States of America","US","www.axiomsmt.com",30200000,70
"uEUqXYA1XuSmSKbjqSo0NA==","CVD Equipment Corporation","CVD Equipment Corporation","11722","Central Islip","Central Islip","United States of America","US","www.cvdequipment.com",41128640,NA
"uGSBTUjDVWCwyVcnpgrXpQ==","Infinera Limited","Infinera Limited","WC1V 7HP","London","London","United Kingdom","GB","www.infinera.com",22424264,56
"uH4p++dQXja8ItGzZXNOhw==","IMP INC","IMP INC","95054","Santa Clara","Santa Clara","United States of America","US","www.impgroup.com",76827000,NA
"uHdoLBunUcuSE5Jsu4iErQ==","Gaas Labs, Inc.","Gaas Labs, Inc.","94022-1800","Los Altos Hills","Los Altos Hills","United States of America","US","www.gaaslabs.com",490000,7
"uHzXndTJW+W6d/800Il7IA==","Beijing asahi electronic materials co., ltd.","北京北旭电子材料有限公司","100015","Beijing","北京市","China","CN","www.baebj.com",31765596,103
"uJ/pudJDWp6kIDGjncIL7g==","Shanghai ja solar technology co., ltd.","上海晶澳太阳能科技有限公司","201400","Shanghai","上海市","China","CN","www.jasolar.com",681423291,1150
"uK751WJoVJ2MVZqT3VaOCQ==","Belgan","Belgan","9700","Oudenaarde","Oudenaarde","Belgium","BE","www.amis.com",164159385,739
"uKYjUwT/U3SScf4ykHdnwg==","Xian peri power semiconductor converting technology co., ltd.","西安派瑞功率半导体变流技术股份有限公司","710077","Xian","西安市","China","CN","www.chinaxaperi.com",48667300,NA
"uMZ4B3HDWLWY9RmF5fxzlw==","Shenzhen shengdongda electronic co., ltd.","深圳市胜东达电子有限公司","518055","Shenzhen","深圳市","China","CN","hobbydom.com.cn",12294868,207
"uOZotj7DXZ6hygkWp+HvgQ==","Suzhou 3ctest electronic technology co., ltd.","苏州泰思特电子科技有限公司","215011","Suzhou","苏州市","China","CN","www.3ctest.cn",12854060,131
"uQ+gRJflWPu6JP+Pbyz7xw==","Jinan ruituo technology co.,ltd","济南锐拓科技有限公司","000000","Xining","西宁市","China","CN","jnritop.com",9189276,189
"uQ9URcQvWLW/8qkdn4SQ+w==","Sungwoo Techron Co.,Ltd","성우테크론(주)","51540","Changwon-si","Changwon-si","Republic of Korea","KR","www.swmv.co.kr",39592266,NA
"uQQgbb9KXh2Iti4jsmFy0A==","Suzhou quick laser technology co., ltd.","苏州迅镭激光科技有限公司","215000","Suzhou","苏州市","China","CN","www.quickestlaser.com",135899244,692
"uVTEFln4X5aY+D9sANkfUQ==","Socionext Inc.","株式会社ソシオネクスト","222-0033","Yokohama","Yokohama","Japan","JP","www.socionext.com",1450857264,NA
"uY5OvZSDX5KBzWujGruVHg==","Jovision technology co., ltd.","济南中维世纪科技有限公司","250101","Jinan","济南市","China","CN","www.jovision.com",77493547,600
"uYuHeRkoVhiRALYKtKj4Gw==","Mairui accuracy science&technology ( suzhou co.,ltd )","迈锐精密科技(苏州有限公司)","215126","Suzhou","苏州市","China","CN","www.marianinc.com",150271363,NA
"uaylLHPEU16x3MC6wZl3Lg==","Shanghai wen an computer technology co., ltd.","上海文安电脑技术有限公司","201615","Shanghai","上海市","China","CN","www.shwenan.com",10125061,NA
"ucWaEtWuUziqJnxmaskQpQ==","Alltek Technology Corp.","Alltek Technology Corp.","114","Taipei City","Taipei City","Taiwan, China","TW","www.alltek.com",1972238342,NA
"uctrcYEMUsq7t80uervU9w==","Zhongshan kingway image tech co., ltd.","中山诚威科技有限公司","528467","Zhongshan","中山市","China","CN","ourwayink.com",9870538,NA
"uezlTe3IWR2+Ql/bzYNAfA==","Akm electronics industrial (panyu) ltd.","安捷利(番禺)电子实业有限公司","511455","Guangzhou","广州市","China","CN","www.akmcompany.com",135068627,1200
"ulzHK6eLUCKhZHFhkcsxEQ==","Kenmec Mechanical Engineering Co., Ltd.","廣運機械工程股份有限公司","224","New Taipei City","新北市瑞芳區","Taiwan, China","TW","www.kenmec.com",336210244,NA
"umDkcMciXEKt+h49hH5GoQ==","Gongin Precision Industries Co., Ltd.","公準精密工業股份有限公司","814","Kaohsiung City","高雄市仁武區","Taiwan, China","TW","www.gongin.com.tw",49965872,NA
"umJtqF37UhWKxkubK6a1DA==","Xc electronics (shenzhen) co., ltd.","旭程电子(深圳)有限公司","650501","","","China","CN","www.xcfuse.com",17192702,NA
"unRVrhzSXmuYBXPx4yJ8+A==","Transcom, Inc.","全訊科技股份有限公司","744","Tainan City","台南市新市區","Taiwan, China","TW","www.transcominc.com.tw",33710922,249
"uoGcO3cWXcS2YAERdMjGDQ==","Omni vision technologies (shanghai) co., ltd.","豪威科技(上海)有限公司","201210","Shanghai","Shanghai","China","CN","www.ovt.com",38695311,464
"uoY29uPYUIeJT+AtWFmhgQ==","ASE Korea Inc","에이에스이코리아(주)","10878","Paju-si","Paju-si","Republic of Korea","KR","www.asekr.com",658672987,NA
"upFFRunKU82gGmNr0c/B3g==","WDA Assembly s.r.o.","WDA Assembly s.r.o.","40502","Decin","Děčín","Czech Republic","CZ","www.kabelovna.cz",5037657,NA
"uq7d2aLEXAG/UtrpwvAyNg==","Nelson Electronics Limited","適意實業有限公司","","","","Hong Kong SAR, China","HK","www.nelson.com.hk",1e+08,200
"uro8z0INUbiR78qBqz3Hfw==","Valid card manufacturing (suzhou) co., ltd.","梵利特智能科技(苏州)有限公司","215131","Suzhou","苏州市","China","CN","www.beautifulcard.com/cn/index.php",14429337,200
"uureq2dGXwG9/ba37mzUaQ==","Zwipe AS","Zwipe AS","0151","Oslo","Oslo","Norway","NO","www.zwipe.com",397174,NA
"uxyZWg4/UkqWvqH+bFOFmA==","Zhejiang leuchtek technology co., ltd.","浙江罗奇泰克科技股份有限公司","322300","Jinhua","金华市","China","CN","www.leuchtek.com.cn",120020105,800
"uy74bZkNV5mlC+e4TbX7OQ==","Lark Engineering CO","Lark Engineering CO","92675-2768","San Juan Capistrano","San Juan Capistrano","United States of America","US","www.larkengineering.com",8390000,8
"uyO2dy7uX2OiD1Gae814zg==","Shanghai vastity electronics technology co.,ltd.","上海广奕电子科技股份有限公司","201203","Shanghai","上海市","China","CN","www.vastity.com.cn",23937254,NA
"uzId+njeVlGaiCgSm7FoUA==","Ningbo sunico commutator co., ltd.","宁波胜克换向器有限公司","315806","Ningbo","宁波市","China","CN","www.china-commutator.com",94451899,1111
"v+60j7x5UEGuMqWRVfsPsA==","Otkrytoe Aktsionernoe Obshchestvo Alagirskii Zavod Soprotivlenii","Открытое Акционерное Общество Алагирский Завод Сопротивлений","363243","Alagir","Алагир","Russian Federation","RU","alzas.ru",571163,32
"v+LZ1sdkWbiExYcxHb9jow==","Shenzhen kaboer technology co., ltd.","深圳市卡博尔科技有限公司","518101","Shenzhen","深圳市","China","CN","www.kbrfpc.com",3689268,200
"v2gyuhfFXw6gJA58m5uDUw==","Sipex Corp","Sipex Corp","95035","Milpitas","Milpitas","United States of America","US","www.sipex.com",114620000,597
"v2zsBZsjXfy/IlhX3VArFw==","Connect4 Technologies","Connect4 Technologies","H9B 2J5","Dollard-Des-Ormeaux","Dollard-Des-Ormeaux","Canada","CA","www.connect4technologies.com",13300000,3
"v3AWBo8EUwqy4OCRqXDLzw==","Jiangxi dingfeng electronic tecchnology co., ltd.","江西鼎峰电子科技股份有限公司","330800","Yichun","宜春市","China","CN","www.jxdfpcb.com",8293200,200
"v5DrVDIaVACImPZj2rWVmA==","Csic hanghai technology co., ltd.","中船航海科技有限责任公司","200000","Shanghai","上海市","China","CN","www.cmc.cssc.net.cn",46560905,NA
"v9ADRQ8tXkW6l6JmCBrTdw==","Nitto denko fine circuit technology (shenzhen) co., ltd.","日东精密回路技术(深圳)有限公司","518103","Shenzhen","深圳市","China","CN","www.nitto.com",144742496,580
"v9qCo7hkX0KPGFlknN+0Tw==","Rafael Microelectronics, Inc.","宏觀微電子股份有限公司","302","Zhubei City","新竹縣竹北市","Taiwan, China","TW","www.rafaelmicro.com",42479224,NA
"vBffhqpKWmaTnFlEp6B3kw==","Fairmont Tool INC","Fairmont Tool INC","26554-9783","Fairmont","Fairmont","United States of America","US","www.fairmonttool.com",24300000,21
"vDPvPO6CWj6x6aKKfRc3xA==","Altera Europe Limited","Altera Europe Limited","HP12 4XF","High Wycombe","High Wycombe","United Kingdom","GB","www.altera.com",27795442,99
"vI4VS4sTXWyTNqHtBlW4FQ==","Isola laminate systems (suzhou) co., ltd.","德联覆铜板(苏州)有限公司","215124","Suzhou","苏州市","China","CN","www.isola-group.com",77352511,NA
"vIHLxDtiUC2xytyAxbfSoA==","On Semiconductor Korea Ltd","온세미컨덕터코리아(주)","14487","Bucheon-si","Bucheon-si","Republic of Korea","KR","onsemi-korea.com",637959498,1998
"vJmW1f6LW4ah2oprsla3RQ==","Hebi wodexinshiji co.,ltd","鹤壁市沃德新世纪有限公司","458030","Henan hebi city","鹤壁市","China","CN","www.wode888.com",43398943,1
"vKSua7/JXR2V3O4O+Xdvjg==","Huaian imaging device manufacturer corporation","德淮半导体有限公司","223000","Huaian","淮安市","China","CN","www.hidmgroup.com",25765403,743
"vLUEJu91U0CmhLqC6JV/yA==","Beijing xinleineng co.,ltd","北京新雷能有限责任公司","102200","Beijing beijing city","Beijing beijing city","China","CN","www.suplet.com",24526743,NA
"vNIITAZeXXONjR97jchWvw==","Phoenix Analysis and Design Technologies, Inc.","Phoenix Analysis and Design Technologies, Inc.","85284-1816","Tempe","Tempe","United States of America","US","www.padtinc.com",24700000,45
"vUl5gb9vXvqzY9chOSfE0Q==","Sun-A Co.,Ltd.","株式会社サンエー","728-0017","Miyoshi-Shi","Miyoshi-Shi","Japan","JP","www.sun-awks.co.jp",47860706,606
"vYFCvmq2VM+aY0Bk8NE9dQ==","Littelfuse INC","Littelfuse INC","78852-5417","Eagle Pass","Eagle Pass","United States of America","US","www.littelfuse.com",17500000,35
"vYPqhPC+Wa+ppAlNL/Apzw==","Shenzhen leyard opto-electronic co., ltd.","深圳利亚德光电有限公司","518109","Shenzhen","深圳市","China","CN","www.leyard.com",233012127,1800
"vYVKpEX5WTyruL5NNeWF9w==","SC Solutions, Inc.","SC Solutions, Inc.","94085-4040","Sunnyvale","Sunnyvale","United States of America","US","www.scsolutions.com",15400000,22
"vYjXPQ0tXWKMo5xpOb7FMg==","RTS Co.,Ltd","(주)알티에스","18581","Hwaseong-si","Hwaseong-si","Republic of Korea","KR","www.rtsvision.com",16926023,43
"vZra9APPXcOisz51JpHniw==","Lenco Electronics INC","Lenco Electronics INC","60050-8380","Mchenry","Mchenry","United States of America","US","www.lenco-elect.com",11800000,30
"vZz5A22fX7OB/XLjHTqpCg==","Transpak INC","Transpak INC","97062-8624","Tualatin","Tualatin","United States of America","US","www.transpak.com",96600000,255
"va3UqcDcXfCnMdOKQQbJPA==","EPI Viet NAM Technologies Company Limited","Công TY Tnhh Công Nghệ EPI Việt NAM","","Ha Noi","Hà Nội","Vietnam","VN","epi-tech.com.vn",21785108,25
"vbjaZZciWq6YQB4IToXrlQ==","Deqing dusun electron co.,ltd.","德清东胜电子有限公司","313200","Zhejiang huzhou","湖州市","China","CN","dusun.buy.lightneasy.org",42637686,1
"vf4DXmR8V4K+ALZeOzXoYQ==","Charm Engineering Co.,Ltd","참엔지니어링(주)","17118","Yongin-si","Yongin-si","Republic of Korea","KR","www.charmeng.com",258138507,NA
"vjUOxlZEWxyj+R4sg3EB0A==","TE Connectivity Trutnov s.r.o.","TE Connectivity Trutnov s.r.o.","54101","Trutnov","Trutnov","Czech Republic","CZ","www.te.jobs.cz",186455256,1184
"vnNG8OprViW55nuaiX0vLg==","Vantron Manufacturing INC","Vantron Manufacturing INC","83686-6300","Nampa","Nampa","United States of America","US","www.vantronmfg.com",1140000,5
"vrcw1rzDVgy64TeF6pyVzg==","Nuflare Technology, Inc.","株式会社ニューフレアテクノロジー","235-0032","Isogo-Ku Yokohama-Shi","Isogo-Ku Yokohama-Shi","Japan","JP","www.nuflare.co.jp",521300654,626
"vsWXmsLXXLOeITPNxjqwJQ==","High Components Aomori Co.,Ltd.","ハイコンポーネンツ青森株式会社","038-3515","Kitatsugaru-Gun","Kitatsugaru-Gun","Japan","JP","www.hc-aomori.co.jp",69017795,NA
"vvjXqqE4W5ay+l8NiH/yrQ==","Advanced Solar Electric, Inc.","Advanced Solar Electric, Inc.","91320-6310","Newbury Park","Newbury Park","United States of America","US","www.advancedsolarelectric.com",1580000,25
"vxpmeNmsVly8BAUu2ZERxQ==","NEC Latin America S.A.","NEC Latin America S.A.","05001-100","Sao Paulo","Sao Paulo","Brazil","BR","br.nec.com",162069504,NA
"w+w/FsecX9OjP6MnLJLG3Q==","Obure KK","Ｏｒｂｒａｙ株式会社","123-8511","Adachi-Ku","Adachi-Ku","Japan","JP","www.namiki.net",196969449,634
"w1pKnT1WVdq5d7ZeO8HVVg==","Sigurd Microelectronics Corp.","Sigurd Microelectronics Corp.","","Hsinchu","Hsinchu","Taiwan, China","TW","www.sigurd.com.tw",613664680,NA
"w2JuRQ9cW5yUeRcS5nCyQg==","Chengdu tiger microwave technology co., ltd.","成都泰格微波技术股份有限公司","611731","Chengdu","成都市","China","CN","www.tiger-mw.com",16723158,NA
"w2Lp5mQXXYewjq00V2cw1Q==","Mohammed Mohammed Osman","محمد محمد عثمان","","Cairo","Cairo","Egypt","EG","www.technogroup-egypt.com",1e+07,800
"w5FJ0vV2WoGJsZmGjTFmLg==","Di-Nikko Engineering Co., Ltd.","株式会社大日光・エンジニアリング","321-2342","Nikko-Shi","Nikko-Shi","Japan","JP","www.dne.co.jp",491149409,2067
"w5S3UWwwX7aWfrkmDGvcYQ==","Semics INC","(주)쎄믹스","12800","Gwangju-si","Gwangju-si","Republic of Korea","KR","www.semics.com",150139216,NA
"w9YAkoyWXJ+heXdQmhWHFA==","LB Semicon Co.,Ltd","엘비세미콘(주)","17792","Pyeongtaek-si","Pyeongtaek-si","Republic of Korea","KR","www.lbsemicon.com",418200712,NA
"wARn9keHULOfUok/3CnTYA==","NC& Co.,Ltd","(주)앤씨앤","13488","Seongnam-si","Seongnam-si","Republic of Korea","KR","www.nc-and.com",96645988,NA
"wAwVxtVFUXOr3v2sdGL8rA==","Cepton INC","Cepton INC","10174","New York","New York","United States of America","US","www.gcacorp.com",7426000,143
"wG22cY9FWLqYaFO6r0Mz3w==","Canadian solar manufacturing (changshu) inc.","常熟阿特斯阳光电力科技有限公司","215500","Suzhou","苏州市","China","CN","www.canadiansolar.com",1781146955,NA
"wHip2gHeVrGxQsBtJi5QJA==","Ability Enterprise Co., Ltd.","佳能企業股份有限公司","242","New Taipei City","新北市新莊區","Taiwan, China","TW","www.abilitycorp.com.tw",1790908667,757
"wIix0MDHXFemSQCYSdn+wQ==","Ham-Let (Israel-Canada) Ltd.","המ - לט (ישראל קנדה) בע""מ","","Nof Hagalil","נוף הגליל","Israel","IL","www.ham-let.com",477895069,0
"wJBZhAQ9WpOZDhDZKI5zjA==","Nanjing semidrive technology ltd.","南京芯驰半导体科技有限公司","210000","Nanjing","南京市","China","CN","www.semidrive.com",3216576,43
"wJNBWulyX6K0lA8U/ODZyw==","Nabtesco Corporation","ナブテスコ株式会社","102-0093","Chiyoda-Ku","Chiyoda-Ku","Japan","JP","www.nabtesco.com",2758023753,7717
"wJPuXUOeXKyucnEVjikuZA==","Circuit One Co.,Ltd","(주)써키트원","15598","Ansan-si","Ansan-si","Republic of Korea","KR","circuit1events.com",39611008,41
"wLe+OM1uUDaQEsVXb6SPCg==","Texon USA INC","Texon USA INC","94538-7326","Fremont","Fremont","United States of America","US","www.texon.co.kr/en",5e+07,35
"wN7OjR8nUzm3bzQM7dDC2A==","Anhui meiruier filter co., ltd.","安徽美瑞尔滤清器有限公司","241100","Wuhu","芜湖市","China","CN","www.mrefilter.cn/contact.asp",27048210,NA
"wNIg1ykHW8yMGb78KeKgCw==","Chino Corporation","株式会社チノー","173-0025","Itabashi-Ku","Itabashi-Ku","Japan","JP","www.chino.co.jp",221699440,931
"wPL4hge/WYOT7oNuehq4IA==","Hirota Corporation","株式会社ヒロタ","102-0085","Chiyoda-Ku","Chiyoda-Ku","Japan","JP","www.hirotacorp.jp",7407688,24
"wPo63K7pUQ+4Qo5UnUxkPg==","Hanyang Eng. Co.,Ltd","한양이엔지(주)","18380","Hwaseong-si","Hwaseong-si","Republic of Korea","KR","www.hanyangkorea.com",917614316,NA
"wSxYJe71VcyK0QXl/evngA==","AT ENG Co.,Ltd","(주)에이티이엔지","31418","Asan-si","Asan-si","Republic of Korea","KR","www.cs-water.com",19029773,NA
"wTDTpNNLXDqYV3rDTkZPpQ==","SAM Meerkat (M) Sdn. Bhd.","SAM Meerkat (M) Sdn. Bhd.","10200","Georgetown, Pulau Pinang","Georgetown, Pulau Pinang","Malaysia","MY","sammeerkat.infotoday.com.my",185058991,NA
"wW8t2cALU8eURmLlRjYVcA==","Vlsip Technologies, Inc.","Vlsip Technologies, Inc.","75081-2929","Richardson","Richardson","United States of America","US","www.vlsip.com",6.2e+07,200
"wXja+BmGVOS+5t7Tb8MqOA==","Nisshinbo Micro Devices AT Co., Ltd.","日清紡マイクロデバイスａｔ株式会社","842-0032","Kanzaki-Gun","Kanzaki-Gun","Japan","JP","www.sagaelec.co.jp",96831508,302
"wXzhd5jpUhSeYVWbLCBc3g==","Leeno Industrial Inc","리노공업(주)","46748","Busan","Busan","Republic of Korea","KR","www.leeno.com/kr",254417101,642
"wYzgCprSUAKOBobf7C2HRQ==","Ateliers Cini","Ateliers Cini","54510","Tomblaine","Tomblaine","France","FR","www.cini.fr",12371371,72
"waUqnZ1vXRyERMgOW21Ejw==","Xi`an xiwuer electronic & info co., ltd.","西安市西无二电子信息集团有限公司","000000","Xian","西安市","China","CN","xiwuer.com",21768590,NA
"webt3YjiX4mmNMq1TT+fww==","TED Pella, Inc.","TED Pella, Inc.","96003-1448","Redding","Redding","United States of America","US","www.tedpella.com",36100000,45
"wekKl0dTU8G7O++OzowZEw==","Sanxinggaoxindianji(tianjin) co.,ltd","三星高薪电机(天津)有限公司","300385","Tianjin","市辖区","China","CN","www.samsung.net",425518036,1297
"wg3FrPjZUG+iJclbnkvKeA==","Nanchong three-circle electronics co., ltd.","南充三环电子有限公司","637100","Nanchong","南充市","China","CN","www.cctc.cc",138550394,3588
"whGUzSVXW2qZiPKGm9p3AA==","Toho Electronics Inc.","東邦電子株式会社","252-0131","Midori-Ku Sagamihara-Shi","Midori-Ku Sagamihara-Shi","Japan","JP","www.toho-inc.com",39564217,200
"wk5rHjO3UsSiLQJtrrhjgQ==","Namiki  precision(shanghai)co.,ltd.","上海纳米奇精密机电有限公司","000000","Shanghai","上海","China","CN","www.namikichina.com.cn",28332301,NA
"wkj811RAV/CAtwcWiodM6w==","Weltrend Semiconductor Incorporated","偉詮電子股份有限公司","300","Hsinchu City","新竹市","Taiwan, China","TW","www.weltrend.com",130160666,NA
"wmzFyHv/XqihxJF6cqPnzQ==","M31 Technology Corporation","M31 Technology Corporation","302","Zhubei","Zhubei","Taiwan, China","TW","www.m31tech.com",44356292,NA
"wnNm7n58UhurskSIZwwKdw==","Huizhou click electronic co., ltd.","惠州市可立克电子有限公司","516000","Huizhou","惠州市","China","CN","www.clickele.com",103690948,853
"woJxey7zUHeBYnVwB5oPbg==","Zhuhai chuangwei electronic technology co., ltd.","珠海创微电子科技有限公司","519000","Zhuhai","珠海市","China","CN","xprinter.net",29516244,132
"woWx+ET8WUOUxMyVyq+Ryg==","Motorola Solutions Australia Pty. Limited","Motorola Solutions Australia Pty. Limited","3151","Burwood East","Burwood East","Australia","AU","motorolasolutions.com/en_xa.html",494380541,426
"wq19mDlxVVqTnfERmSwABw==","Lacroix Electronics MI, LLC","Lacroix Electronics MI, LLC","49503-2015","Grand Rapids","Grand Rapids","United States of America","US","www.firstronic.com",1.59e+08,600
"wqap5y95U3KoRokPKsqFXA==","Synic Solution Co.,Ltd","(주)싸이닉솔루션","13595","Seongnam-si","Seongnam-si","Republic of Korea","KR","www.synic.co.kr",104038319,27
"wsqRfa5YVLOd7LjCWHdAlQ==","Rushan dingdian science and technology co., ltd.","乳山顶点科技有限公司","000000","","","China","CN","www.apexsoft.com.cn",43167,NA
"wts2ylIzVbu4SmhnY0HOyg==","Integra Technologies","Integra Technologies","95035-7415","Milpitas","Milpitas","United States of America","US","www.corwil.com",42500000,45
"wwe+AZhVW/GynepGEqCr5g==","Lnw Gaming Anz Pty Ltd","Lnw Gaming Anz Pty Ltd","2128","Silverwater","Silverwater","Australia","AU","shufflemaster.com",137259899,244
"wzseIzmpX5GvkclYIN3lEQ==","Confidence Intelligence Holdings Limited","Confidence Intelligence Holdings Limited","KY1-1108","George Town","George Town","Cayman Islands","KY","www.szxinken.com",56456894,891
"x+VPvfMbWRq8FPfgyyAUDA==","SEI Interconnect Products (Hungary) Manufacturing Limited Liability Company SEI Interconnect Product","SEI Interconnect Products (Hungary) Gyártó Korlátolt Felelősségű Társaság","5142","Alattyan","Alattyán","Hungary","HU","www.sei.co.jp",13719069,238
"x+tvD7UnV3ybTXCjXmc2aQ==","Kingley Technology Industrial (Vietnam) Co., LTD","Công TY Tnhh KỸ Thuật Công Nghiệp KIM LỢI Việt NAM","","Vinh Phuc","Vĩnh Phúc","Vietnam","VN","banqlkcn.vinhphuc.gov.vn",5491190,326
"x/hB4vSCXyiynFgiWyewXg==","Speed Tech Corporation","Speed Tech Corporation","333016","Taoyuan","Taoyuan","Taiwan, China","TW","www.speedtech.com.tw",675320880,NA
"x0+s//eeWACIGwqpVG+Ccw==","KNAP INDUSTRIETECHNIK s.r.o.","KNAP INDUSTRIETECHNIK s.r.o.","14000","Praha 4","Praha 4","Czech Republic","CZ","www.knapcz.cz",30212699,NA
"x1QOaiu3VDC5P+O3o7A9bQ==","Leadis Technology, Inc.","Leadis Technology, Inc.","94086","Sunnyvale","Sunnyvale","United States of America","US","www.leadis.com",150250000,89
"x2XjL0RCVj+bgIy3qaH86A==","Hubei lanke electronics co., ltd.","湖北蓝科光电有限公司","000000","","","China","CN","www.gdled.com/cn/contact.asp",63612183,NA
"x4CKTMSMVtaJeDHik1uXtw==","IKM Co.,Ltd","(주)아이케이엠","15849","Gunpo-si","Gunpo-si","Republic of Korea","KR","www.ikm.no",5932529,NA
"x5KQKwklWq+TQQobKrOg+g==","Globetronics SDN BHD","Globetronics SDN BHD","10050","Georgetown, Pulau Pinang","Georgetown, Pulau Pinang","Malaysia","MY","www.globetronics.com.my",48028162,NA
"x5f9WGnXVgqrEAb4CJhqxQ==","Ershigs INC","Ershigs INC","36541-4241","Grand Bay","Grand Bay","United States of America","US","www.ershigs.com",15700000,86
"x6uqHcw1UxqyBxGH3bmY9w==","Nippon Micrometal Corporation.","日鉄マイクロメタル株式会社","358-0032","Iruma-Shi","Iruma-Shi","Japan","JP","www.nmc-net.co.jp",408496754,260
"x76WheJNUTiQHuzlNaMhFw==","Mentor Graphics Corp","Mentor Graphics Corp","97070","Wilsonville","Wilsonville","United States of America","US","www.mentor.com",1282467000,5968
"x77qXvZKXx+ukfSUXXpa/Q==","Tong Hsing Electronic Ind., Ltd.","同欣電子工業股份有限公司","100","Taipei City","台北市中正區","Taiwan, China","TW","www.theil.com",501714893,NA
"xBam4Mo0X8iIXbYe61qXrg==","Nauchno-Proizvodstvennoe Predpriyatie Itelma","Научно-Производственное Предприятие Итэлма","115230","Moscow","Москва","Russian Federation","RU","itelma.ru",186773970,3634
"xBrDLRvCWfimAQVtXQyBXA==","Everdisplay Optronics (Shanghai) Co., Ltd.","Everdisplay Optronics (Shanghai) Co., Ltd.","","Shanghai","Shanghai","China","CN","everdisplay.com/owa/auth/logon.aspx?url=https%3a%2f%2feverdisplay.com%2fowa%2f&reason=0",635989735,4100
"xCSZKacvUaeCMI6xXgx6cg==","Qulaiflow Naratech Co.,Ltd","퀄리플로나라테크(주)","14402","Bucheon-si","Bucheon-si","Republic of Korea","KR","www.qntech.co.kr",34141315,74
"xGOgAEJ4U2ezlwiOUSV2vA==","Anhui zhengde human resources consulting co., ltd.","安徽正德人力资源咨询有限公司","000000","Hefei","合肥市","China","CN","www.zhengdehr.com",88723619,200
"xGaQawfDWd+xGS1VIONOwQ==","Jiangxi luxshare intelligent manufacture co., ltd.","江西立讯智造有限公司","343100","Jian","吉安市","China","CN","www.luxshare-ict.com",4710406574,46876
"xH0bFep5VveZP5SyVY2dGg==","Adhesive Packaging Specialties International, Inc.","Adhesive Packaging Specialties International, Inc.","01960-5933","Peabody","Peabody","United States of America","US","www.adhesivepackaging.com",11500000,65
"xIYmBWZoU0WRx/8retE8wQ==","Rolfs Patisserie","Rolfs Patisserie","60712-1908","Lincolnwood","Lincolnwood","United States of America","US","www.rolfspatisserie.com",480000,3
"xIhCGw5LXc6mxQR7e/P9eg==","Ritz Instrument Transformers GmbH","Ritz Instrument Transformers GmbH","22111","Hamburg","Hamburg","Germany","DE","www.ritz-messwandler.de",22753897,NA
"xJw7sWWyUhyex8y+rOLLQA==","Dynacraft Industries Sdn. Bhd.","Dynacraft Industries Sdn. Bhd.","50490","Kuala Lumpur, Federal Territory","Kuala Lumpur, Federal Territory","Malaysia","MY","www.dynacraft.com",100474426,NA
"xLQxEmjtUFGnPmS6hFIRGA==","Hayonik Industria E Comercio de Produtos Eletronicos Ltda","Hayonik Industria E Comercio de Produtos Eletronicos Ltda","86031-220","Londrina","Londrina","Brazil","BR","www.hayonik.com",2329791,76
"xNdn1YJTWkWW7qPZWAwt6w==","Hitachi Cable America INC","Hitachi Cable America INC","02889","Warwick","Warwick","United States of America","US","www.hca.hitachi-cable.com",87700000,880
"xQlRMd5ZXX+S4fHT6ueoYw==","Asix Electronics Corporation","Asix Electronics Corporation","30078","Hsinchu","Hsinchu","Taiwan, China","TW","www.asix.com.tw",47610218,NA
"xR2XmMPqVVCm3I6RperJrg==","Tate Technology INC","Tate Technology INC","99202-3800","Spokane","Spokane","United States of America","US","www.tatetech.com",6990000,30
"xTRS1CwhX+KJ/zQsn3jcmQ==","ESCATEC Mechatronics s.r.o.","ESCATEC Mechatronics s.r.o.","43001","Chomutov","Chomutov","Czech Republic","CZ","www.jjsmanufacturing.com",37699808,150
"xUeYd5cIWlGUfXJEfRoyzQ==","Iida Pulsmo,Inc.","株式会社飯田パルスモ","399-2431","Iida-Shi","Iida-Shi","Japan","JP","www.pulsmo.co.jp",13828990,NA
"xVJPDgbXVVGXA3UeDxzEew==","Rofin Sinar Technologies INC","Rofin Sinar Technologies INC","48170","Plymouth","Plymouth","United States of America","US","www.rofin.com",597763000,2108
"xW9dKvaWWPeQZWdwxmFdog==","Guangzhou risun electronic information technology co., ltd.","广州理想电子信息技术有限公司","510990","Conghua, guangzhou","广州市从化市","China","CN","www.risun.com.cn",127808235,2500
